A_re,0.209529260009,0.247106439574,0.278967196591,0.306720906312,0.331244123612,0.353070200062,0.372548242843,0.389919067311,0.405355636062,0.418986369166,0.430909425785,0.441201887953,0.449925902920,0.457132926972,0.462866738314,0.467165625543,0.470064008272,0.471593656821,0.471784622511,0.470665954913,0.468266259356,0.464614132682,0.459738504730,0.453668905781,0.446435675041,0.438070121571,0.428604646394,0.418072832529,0.406509508261,0.393950787825,0.380434092867,0.365998157388,0.350683018401,0.334529994117,0.317581651203,0.299881762395,0.281475255582,0.262408155294,0.242727517437,0.222481358014,0.201718576472,0.180488874274,0.158842669238,0.136831006128,0.114505463961,0.091918060466,0.069121154085,0.046167343919,0.023109367963
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.209529260009,-0.247106439574,-0.278967196591,-0.306720906312,-0.331244123612,-0.353070200062,-0.372548242843,-0.389919067311,-0.405355636062,-0.418986369166,-0.430909425785,-0.441201887953,-0.449925902920,-0.457132926972,-0.462866738314,-0.467165625543,-0.470064008272,-0.471593656821,-0.471784622511,-0.470665954913,-0.468266259356,-0.464614132682,-0.459738504730,-0.453668905781,-0.446435675041,-0.438070121571,-0.428604646394,-0.418072832529,-0.406509508261,-0.393950787825,-0.380434092867,-0.365998157388,-0.350683018401,-0.334529994117,-0.317581651203,-0.299881762395,-0.281475255582,-0.262408155294,-0.242727517437,-0.222481358014,-0.201718576472,-0.180488874274,-0.158842669238,-0.136831006128,-0.114505463961,-0.091918060466,-0.069121154085,-0.046167343919,-0.023109367963
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.998908344620
